fiscal_year,cip_number,filename,bureau,source_code,source_name,amt_type,appropriated_amt,report_fy,offset_fy,boe_amt,cip_year_id,project_desc,project_title,location,operating_impact_amt
2008,418-088,2008cp.pdf,City School System - Construction,100,General Obligation Bonds,Source,0,2008,0,835000,418-088_2008,"As a result of Baltimore City Schools Facility Solutions process, #88 Lyndhurst Elementary/Middle is in need of an addtion. Implementation is subject to approval of requested state funding.",Lyndhurst Elementary/Middle School #88 - Addition,"621 Wildwood Parkway, Baltimore, MD 21229",0
2008,418-212,2008cp.pdf,City School System - Construction,100,General Obligation Bonds,Source,0,2008,0,893000,418-212_2008,"As a result of Baltimore City Schools Facility Solutions process, a middle grades addition needs to be constructed at #212 Garrett Heights E/M to accomodate the students. Implementation is subject to approval of required state funding.",Garrett Heights Elementary/Middle School #212 Addition,2800 Ailsa Avenue,0
2008,418-226,2008cp.pdf,City School System - Construction,100,General Obligation Bonds,Source,1000000,2008,0,1000000,418-226_2008,Violetville Elementary School is in poor condition and requires renovation to accommodate a modern educational program. Implementation of this project is subject to the approval of required state funding.,Violetville Elementary School #226,1207 Pine Heights Ave,0
2008,418-234,2008cp.pdf,City School System - Construction,100,General Obligation Bonds,Source,0,2008,0,1808000,418-234_2008,"As a result of Baltimore City School Facility Solutions Process, an addition to #234 Arlington E/M is required. Implementation is subject to approval of required state funding.",Arlington Elementary/Midle School #234 Additon,"3705 W. Rogers Ave., Baltimore, MD 21215",0
2008,418-245,2008cp.pdf,City School System - Construction,100,General Obligation Bonds,Source,1863000,2008,0,425000,418-245_2008,Leithwalk Elementary School is overcrowded & in poor condition. The building is in need of environmental remediation & capital improvements to repair the deteriorated building systems. Renovations may also include an addition. Subject to state funding,Leith Walk Elementary School #245,1235 Sherwood Ave,0
2008,418-414,2008cp.pdf,City School System - Construction,100,General Obligation Bonds,Source,6889000,2008,0,1500000,418-414_2008,Paul Laurence Dunbar High School needs to be renovated to accommodate a state-of-the-art educational program with a rigorous focus on pre-medical studies. Implementation of this project is subject to approval of required state funding.,Paul Laurence Dunbar High School #414,1400 Orleans Street,0
2008,418-454,2008cp.pdf,City School System - Construction,100,General Obligation Bonds,Source,3667000,2008,0,2000000,418-454_2008,Carver High School needs to be renovated to accommodate a contemporary career and technology high school. Implementation of this project is subject to approval of the required state funding.,Carver High School #454,2201 Presstman Street,NA
2008,457-024,2008cp.pdf,Pratt Library,100,General Obligation Bonds,Source,850000,2008,0,1500000,457-024_2008,"This project involves a 44,000 square foot expansion of the Central Library / State Library Resource Center. It also includes the renovation of the entire building including replacement of existing HVAC, plumbing, telecommunications and safety system",Central Library - Expansion & Renovation,400 Cathedral Street,NA
2008,457-024,2008cp.pdf,Pratt Library,690,Other State Funds,Source,14641000,2008,0,0,457-024_2008,"This project involves a 44,000 square foot expansion of the Central Library / State Library Resource Center. It also includes the renovation of the entire building including replacement of existing HVAC, plumbing, telecommunications and safety system",Central Library - Expansion & Renovation,400 Cathedral Street,NA
2008,457-024,2008cp.pdf,Pratt Library,990,Other Funds (Not Classified Above),Source,239000,2008,0,0,457-024_2008,"This project involves a 44,000 square foot expansion of the Central Library / State Library Resource Center. It also includes the renovation of the entire building including replacement of existing HVAC, plumbing, telecommunications and safety system",Central Library - Expansion & Renovation,400 Cathedral Street,NA
2008,457-200,2008cp.pdf,Pratt Library,100,General Obligation Bonds,Source,3800000,2008,0,0,457-200_2008,"This project includes improvements to all Library branch facilities except the Central Library and the Cherry Hill branch, which is leased. FY 2008 funds are matching State funding for renovations to the Edmondson Avenue Branch.",Library Facilities - Modernization,Various,0
2008,457-200,2008cp.pdf,Pratt Library,200,General Funds,Source,1486000,2008,0,0,457-200_2008,"This project includes improvements to all Library branch facilities except the Central Library and the Cherry Hill branch, which is leased. FY 2008 funds are matching State funding for renovations to the Edmondson Avenue Branch.",Library Facilities - Modernization,Various,0
2008,457-200,2008cp.pdf,Pratt Library,690,Other State Funds,Source,214000,2008,0,500000,457-200_2008,"This project includes improvements to all Library branch facilities except the Central Library and the Cherry Hill branch, which is leased. FY 2008 funds are matching State funding for renovations to the Edmondson Avenue Branch.",Library Facilities - Modernization,Various,0
2008,474-673,2008cp.pdf,Dept. of Recreation & Parks,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,200000,474-673_2008,Phase II of implementation of the Mount Vernon Master Plan will include restoration of the stone balustrades and cleaning of statues in the park as well as replacement of the sidewalks between the balustrades and Charles Street.,Gateways: Mt Vernon Park Master Plan Implementation Phase II,699 Washington Place,0
2008,474-673,2008cp.pdf,Dept. of Recreation & Parks,908,Other Private Funds & Grants,Source,0,2008,0,0,474-673_2008,Phase II of implementation of the Mount Vernon Master Plan will include restoration of the stone balustrades and cleaning of statues in the park as well as replacement of the sidewalks between the balustrades and Charles Street.,Gateways: Mt Vernon Park Master Plan Implementation Phase II,699 Washington Place,0
2008,474-695,2008cp.pdf,Dept. of Recreation & Parks,100,General Obligation Bonds,Source,10000,2008,0,800000,474-695_2008,This project includes the construction of a new gymnasium for Lyndhurst Recreation Center. The appropriation for design for the building was approved in the FY07-12 CIP.,Edgewood - Lyndhurst Recreation Center Gymnasium - Phase II,835 Allendale St,0
2008,474-695,2008cp.pdf,Dept. of Recreation & Parks,690,Other State Funds,Source,100000,2008,0,500000,474-695_2008,This project includes the construction of a new gymnasium for Lyndhurst Recreation Center. The appropriation for design for the building was approved in the FY07-12 CIP.,Edgewood - Lyndhurst Recreation Center Gymnasium - Phase II,835 Allendale St,0
2008,474-732,2008cp.pdf,Dept. of Recreation & Parks,200,General Funds,Source,3000000,2008,0,2000000,474-732_2008,"In 2006, University of Baltimore leased its playing fields to the City for 80 years. These funds will be used to pay the lease and upgrade the facility with new parking & walking paths and renovaton of five playing fields & the field house.",Parkland Expansion / University of Baltimore Playing Fields,2101 West Rogers Ave,0
2008,474-739,2008cp.pdf,Dept. of Recreation & Parks,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,300000,474-739_2008,"Each year, the Forestry division plants new trees in public spaces. Funds will be used to remove dead trees, open new tree pits in city sidewalks and plant approximately 2,000 new street trees.",FY08 Street Tree Operations,Citywide,0
2008,474-739,2008cp.pdf,Dept. of Recreation & Parks,910,Critical Area Stormwater Management Funds,Source,0,2008,0,0,474-739_2008,"Each year, the Forestry division plants new trees in public spaces. Funds will be used to remove dead trees, open new tree pits in city sidewalks and plant approximately 2,000 new street trees.",FY08 Street Tree Operations,Citywide,0
2008,474-740,2008cp.pdf,Dept. of Recreation & Parks,508,Federal Transportation Enhancement Grants,Source,0,2008,0,0,474-740_2008,"Budget year funds will used to design Phase V of the Jones Falls Greenway, a two-mile trail between Cylburn Arboretum & the neighborhood of Mt Washington. The trail alignment will utilize neighborhood roads & dedicated bicycle paths along the Jones Fall.",Jones Falls Greenway Phase V: Cylburn to Mt Washington,4915 Greenspring Ave,0
2008,474-740,2008cp.pdf,Dept. of Recreation & Parks,800,City Motor Vehicle Revenue Funds,Source,0,2008,0,250000,474-740_2008,"Budget year funds will used to design Phase V of the Jones Falls Greenway, a two-mile trail between Cylburn Arboretum & the neighborhood of Mt Washington. The trail alignment will utilize neighborhood roads & dedicated bicycle paths along the Jones Fall.",Jones Falls Greenway Phase V: Cylburn to Mt Washington,4915 Greenspring Ave,0
